Unnamed: 0,sexo,tipo_de_emprendimiento,idea_negocio,barrio,estrato,comuna_ciudadano,fecha_de_beneficio,monto_del_credito,línea_credito
3448,masculino,servicio,variedades,pablo vi,2,2.0,15/03/2019,8200000.0,microempresarial
3449,masculino,industria,fotografia,popular,1,1.0,2018/01/16,4000000.0,microempresarial
3450,masculino,servicio,fabrica de ,san javier no.1,3,13.0,4/02/2016,6400000.0,microempresarial
3451,femenino,industria,fabrica de ,enciso,2,8.0,20/04/2016,5000000.0,microempresarial
3452,masculino,comercio,comidas rapidas,la esperanza,1,6.0,9/08/2018,7800000.0,microempresarial
3453,masculino,comercio,tienda,castilla,2,5.0,18/07/2016,1500000.0,microempresarial
3454,femenino,comercio,restaurante,el vergel,3,80.0,12/06/2018,7800000.0,microempresarial
3455,femenino,industria,fabrica de ,robledo,2,7.0,24/10/2017,4000000.0,microempresarial
3456,masculino,comercio,miscelanea,campo valdes no. 1,3,4.0,9/11/2018,5000000.0,microempresarial
3457,femenino,industria,fabrica de ,boston,3,10.0,10/07/2018,7800000.0,microempresarial
3458,femenino,comercio,comidas rapidas,picacho,1,6.0,29/03/2017,73770000.0,microempresarial
3459,femenino,comercio,variedades,san javier no.1,3,13.0,5/04/2018,7000000.0,microempresarial
3460,masculino,comercio,tienda,enciso,2,8.0,16/02/2016,6000000.0,microempresarial
3462,masculino,servicio,legumbreria,aranjuez,2,4.0,15/11/2017,7377000.0,microempresarial
3463,femenino,comercio,comidas rapidas,moravia,1,4.0,9/04/2018,3000000.0,microempresarial
3464,femenino,industria,fabrica de ,san javier no.1,1,13.0,31/08/2017,5000000.0,microempresarial
3465,femenino,industria,fabrica de ,robledo,3,7.0,7/09/2016,6890000.0,microempresarial
3466,femenino,comercio,almacen de ropa en ,nan,1,13.0,25/01/2016,6800000.0,microempresarial
3467,femenino,servicio,mantenimiento en ,tejelo,3,5.0,3/04/2017,7377000.0,microempresarial
3468,femenino,comercio,variedades,jesus nazareno,3,10.0,8/03/2018,5000000.0,microempresarial
3469,femenino,industria,fabrica de colchones,enciso,1,8.0,9/05/2019,6000000.0,microempresarial
3470,femenino,servicio,tienda,buenos aires,3,9.0,3/10/2017,6251000.0,microempresarial
3471,femenino,comercio,papeleria,robledo,2,7.0,13/02/2019,6000000.0,microempresarial
3472,femenino,comercio,variedades,doce de octubre no.1,2,6.0,12/07/2018,5000000.0,microempresarial
3473,masculino,servicio,mantenimiento en ,campo valdes no. 1,2,4.0,1/08/2018,6000000.0,microempresarial
3474,femenino,comercio,variedades,manrique central no. 1,2,4.0,3/12/2018,7800000.0,microempresarial
3475,femenino,comercio,taller de mecanica,robledo,2,7.0,14/12/2017,5000000.0,microempresarial
3476,femenino,comercio,panaderia,la pradera,1,13.0,18/01/2019,7800000.0,microempresarial
3477,femenino,comercio,fabrica de arepas,san diego,2,10.0,2018/11/14,7800000.0,microempresarial
3478,femenino,industria,fabrica de ,robledo,2,7.0,5/07/2017,5000000.0,microempresarial
3479,masculino,comercio,miscelanea,santander,2,6.0,2018/01/12,7800000.0,microempresarial
3480,femenino,comercio,montallantas,manrique central no. 1,2,4.0,15/05/2019,1175000.0,microempresarial
3481,masculino,agropecuaria,criadero de animales ,andalucia,2,2.0,24/04/2019,8000000.0,microempresarial
3482,femenino,industria,carpinteria,santo domingo savio ,2,1.0,22/02/2017,4000000.0,microempresarial
3483,femenino,comercio,variedades,manrique central ,1,nan,26/01/2016,6000000.0,microempresarial
3484,masculino,comercio,almacen_de_ropa_en_,popular,2,1.0,31/01/2019,8200000.0,microempresarial
3485,femenino,industria,fabrica de calzado,campo valdes no. 1,3,4.0,13/09/2016,4000000.0,microempresarial
3486,femenino,industria,fabrica de ,alfonso lopez,3,5.0,27/11/2017,3000000.0,microempresarial
3487,femenino,comercio,peluqueria,loreto,3,9.0,3/05/2018,3000000.0,microempresarial
3488,masculino,industria,fabrica de ,san benito,2,10.0,2018/04/25,3000000.0,microempresarial
3489,femenino,comercio,almacen de ropa en ,santa cruz,2,80.0,6/06/2017,6000000.0,microempresarial
3490,masculino,comercio,comidas rapidas,aranjuez,3,4.0,26/10/2018,7800000.0,microempresarial
3491,masculino,comercio,fabrica de muebles,robledo,2,7.0,20/09/2017,7370000.0,microempresarial
3492,masculino,comercio,variedades,robledo,2,7.0,17/01/2017,7377000.0,microempresarial
3493,femenino,comercio,tienda,buenos_aires,3,9.0,2016/08/4,6890000.0,microempresarial
3494,masculino,comercio,comidas rapidas,la milagrosa,2,9.0,23/04/2018,3500000.0,microempresarial
3495,femenino,industria,fabrica de ,santa cruz,1,2.0,12/06/2019,8000000.0,microempresarial
3496,masculino,comercio,variedades,miranda,2,4.0,2018/10/18,7812000.0,microempresarial
3497,femenino,comercio,comidas rapidas,robledo,2,7.0,26/10/2018,5000000.0,microempresarial
3498,femenino,comercio,variedades,robledo,1,7.0,14/09/2018,2200000.0,microempresarial
3499,femenino,industria,fabrica de ,enciso,2,8.0,18/04/2017,4000000.0,microempresarial
3500,femenino,comercio,variedades,juan xxiii la quiebra,1,13.0,11/10/2018,3000000.0,microempresarial
3501,femenino,comercio,fabrica de alimentos,centro admtivo,2,10.0,29/08/2018,7800000.0,microempresarial
3502,masculino,comercio,almacen de ropa en ,popular,1,1.0,24/10/2016,6000000.0,microempresarial
3503,femenino,servicio,fotografia,buenos aires,3,9.0,10/05/2017,7000000.0,microempresarial
3504,masculino,servicio,cafe e internet,la milagrosa,2,2.0,2018/02/5,5000000.0,microempresarial
3505,femenino,servicio,publicidad-y-,aranjuez,2,4.0,2017/05/24,7300000.0,microempresarial
3506,femenino,servicio,comidas rapidas,los mangos,2,8.0,1/12/2016,4000000.0,microempresarial
3507,masculino,comercio,mantenimiento en ,san javier no.1,2,13.0,1/02/2017,7377000.0,microempresarial
3508,masculino,industria,carpinteria,barrio caicedo,3,9.0,28/03/2016,6890000.0,microempresarial
3509,femenino,industria,fabrica de ,boston,3,10.0,29/11/2016,6800000.0,microempresarial
3510,femenino,comercio,variedades,barrio caicedo,1,9.0,14/02/2017,4500000.0,microempresarial
3511,femenino,comercio,tienda,san javier no.1,2,13.0,12/03/2019,7000000.0,microempresarial
3512,femenino,comercio,bares,manrique central no. 1,1,4.0,29/03/2017,7000000.0,microempresarial
3513,femenino,servicio,peluqueria,castilla,3,5.0,30/04/2018,7000000.0,microempresarial
3514,masculino,servicio,taller de mecanica,robledo,2,7.0,11/09/2017,7300000.0,microempresarial
3516,masculino,servicio,variedades,buenos aires,3,9.0,29/11/2017,5000000.0,microempresarial
3517,femenino,industria,fabrica de ,florencia,3,5.0,4/12/2017,3000000.0,microempresarial
3518,masculino,servicio,carpinteria,san javier no.1,2,13.0,15/08/2017,7377000.0,microempresarial
3519,masculino,servicio,cafe e internet,popular,2,1.0,4/07/2017,5000000.0,microempresarial
3520,femenino,comercio,variedades,belencito,1,13.0,4/03/2016,6000000.0,microempresarial
3521,femenino,comercio,tienda,manrique oriental,2,3.0,7/06/2019,7000000.0,microempresarial
3522,femenino,comercio,ferreteria,buenos aires,2,9.0,7/07/2016,6800000.0,microempresarial
3523,femenino,servicio,peluqueria,aranjuez,3,4.0,27/03/2017,3500000.0,microempresarial
3524,femenino,servicio,peluqueria,manrique central no. 1,2,4.0,12/03/2018,7000000.0,microempresarial
3526,masculino,servicio,restaurante,girardot,3,5.0,6/02/2017,3500000.0,microempresarial
3527,masculino,comercio,fabrica de ,aranjuez,3,4.0,1/11/2017,1500000.0,microempresarial
3528,femenino,comercio,tienda,blanquizal,1,13.0,19/09/2016,6890000.0,microempresarial
3529,femenino,industria,fabrica de alimentos,santa cruz,2,2.0,22/12/2016,5000000.0,microempresarial
3530,masculino,servicio,barberia,robledo,2,7.0,2016/03/4,2000000.0,microempresarial
3531,femenino,comercio,tienda,castilla,2,5.0,2018/05/28,7800000.0,microempresarial
3532,femenino,comercio,tienda,popular,2,1.0,16/01/2018,4300000.0,microempresarial
3533,femenino,industria,fabrica de ,manrique central no. 1,3,4.0,11/05/2018,5000000.0,microempresarial
3534,femenino,comercio,variedades,enciso,2,8.0,11/04/2018,6000000.0,microempresarial
3535,femenino,industria,fabrica de ,campo valdes no. 1,3,4.0,25/01/2019,5000000.0,microempresarial
3536,masculino,comercio,comidas rapidas,moravia,2,4.0,8/07/2016,5000000.0,microempresarial
3537,femenino,comercio,comidas rapidas,villa hermosa,2,8.0,9/11/2017,3000000.0,microempresarial
3538,masculino,comercio,fabrica de ,santo domingo savio ,1,1.0,16/02/2018,7800000.0,microempresarial
3539,masculino,comercio,comidas rapidas,aranjuez,3,4.0,25/04/2018,3000000.0,microempresarial
3540,femenino,nan,comidas rapidas,doce de octubre no.1,2,6.0,9/02/2018,6000000.0,microempresarial
3541,masculino,comercio,almacen de ropa en ,13 de noviembre,2,8.0,27/03/2017,7000000.0,microempresarial
3542,femenino,servicio,fabrica de ,la milagrosa,3,9.0,6/09/2016,6890000.0,microempresarial
3543,femenino,servicio,mantenimiento en ,el compromiso,1,1.0,20/06/2017,7377000.0,microempresarial
3544,femenino,comercio,comidas rapidas,castilla,3,5.0,13/12/2017,4300000.0,microempresarial
3545,femenino,comercio,miscelanea,aranjuez,2,4.0,3/10/2018,7800000.0,microempresarial
3546,masculino,nan,fabrica de ,belen,3,16.0,13/09/2017,7000000.0,microempresarial
3547,femenino,industria,fabrica de ,antonio nariño,2,13.0,21/12/2016,5000000.0,microempresarial
3548,femenino,servicio,lavadero de ,buenos aires,2,9.0,2018/04/20,5000000.0,microempresarial
3549,femenino,comercio,bares,belalcazar,3,5.0,11/11/2016,6890000.0,microempresarial
3550,femenino,comercio,variedades,cabecera san cristobal,2,60.0,8/08/2017,7300000.0,microempresarial
3551,femenino,comercio,taller de mecanica,fuente clara,1,7.0,10/05/2018,7800000.0,microempresarial
3552,femenino,servicio,charcuteria,robledo,3,7.0,26/08/2016,6000000.0,microempresarial
3553,femenino,comercio,variedades,san javier no.1,1,13.0,2017/04/19,4000000.0,microempresarial
3554,masculino,comercio,variedades,el chagualo,3,10.0,18/01/2016,5200000.0,microempresarial
3555,femenino,comercio,tienda,la america,3,12.0,23/01/2018,7500000.0,microempresarial
3556,masculino,industria,fabrica de ,san benito,3,10.0,1/06/2018,4400000.0,microempresarial
3557,masculino,industria,fabrica de ,san diego,2,10.0,9/04/2018,7800000.0,microempresarial
3558,femenino,comercio,criadero de animales ,santo domingo savio ,2,1.0,14/06/2018,1000000.0,microempresarial
3559,masculino,servicio,drogueria,robledo,1,7.0,9/03/2017,7300000.0,microempresarial
3560,femenino,servicio,peluqueria,doce de octubre no.1,2,6.0,27/10/2016,6000000.0,microempresarial
3561,femenino,industria,variedades,calasanz,1,12.0,15/06/2018,6800000.0,microempresarial
3562,masculino,servicio,fotografia,la_pradera,3,13.0,2/10/2017,4200000.0,microempresarial
3563,femenino,industria,fabrica de ,san javier no.1,1,13.0,20/04/2018,3000000.0,microempresarial
3564,masculino,comercio,comidas rapidas,robledo,2,7.0,11/04/2018,5000000.0,microempresarial
3565,femenino,servicio,peluqueria,belen,2,16.0,19/03/2019,4000000.0,microempresarial
3566,femenino,industria,fabrica de ,carpinelo,1,1.0,24/07/2018,5000000.0,microempresarial
3567,femenino,comercio,almacen de ropa en ,popular,2,1.0,30/11/2016,6890000.0,microempresarial
3568,masculino,industria,taller de mecanica,villatina,2,8.0,16/08/2017,4000000.0,microempresarial
3569,femenino,comercio,tienda,buenos aires,3,9.0,16/03/2016,6000000.0,microempresarial
3570,femenino,servicio,comidas rapidas,granizal,2,1.0,7/02/2017,7000000.0,microempresarial
3571,masculino,industria,fabrica de ,manrique central no. 1,1,4.0,28/08/2017,7377000.0,microempresarial
3572,femenino,servicio,publicidad y ,buenos aires,2,9.0,23/03/2017,5000000.0,microempresarial
3573,femenino,nan,comidas rapidas,cabecera san cristobal,1,60.0,20/11/2018,7800000.0,microempresarial
3574,masculino,comercio,tienda,santo domingo savio ,2,1.0,5/06/2018,7800000.0,microempresarial
3575,femenino,industria,deposito de ,la esperanza,1,6.0,8/04/2019,8200000.0,microempresarial
3576,femenino,comercio,variedades,villa hermosa,2,8.0,17/07/2018,7800000.0,microempresarial
3577,femenino,comercio,restaurante,buenos aires,2,9.0,21/01/2019,7800000.0,microempresarial
3578,femenino,comercio,almacen de ropa en ,robledo,2,7.0,22/09/2017,7300000.0,microempresarial
3579,masculino,comercio,comidas rapidas,santa rosa de lima,2,13.0,5/02/2018,7800000.0,microempresarial
3580,femenino,agropecuaria,sembrados,cabecera san antonio ,3,80.0,6/02/2017,11000000.0,juridica y cap.semilla
3581,femenino,comercio,variedades,aranjuez,3,4.0,11/03/2019,8281000.0,microempresarial
3582,masculino,servicio,productos de belleza,popular,2,1.0,2/11/2018,7800000.0,microempresarial
3583,femenino,comercio,almacen de ropa en ,manrique oriental,3,3.0,13/02/2019,8000000.0,microempresarial
3584,femenino,servicio,comidas rapidas,santa cruz,2,2.0,11/05/2017,7000000.0,microempresarial
3585,femenino,comercio,variedades,buenos aires,2,9.0,2018/08/1,7800000.0,microempresarial
3586,femenino,servicio,peluqueria,san javier no.1,3,13.0,5/03/2018,7800000.0,microempresarial
3587,femenino,servicio,papeleria,andalucia,2,2.0,4/05/2017,7370000.0,microempresarial
3588,femenino,industria,fabrica de ,popular,2,1.0,17/02/2016,6444500.0,microempresarial
3589,masculino,industria,fabrica de ,manrique central no. 1,2,4.0,6/07/2018,7000000.0,microempresarial
3590,femenino,comercio,tienda naturista,robledo,2,7.0,6/10/2017,7300000.0,microempresarial
3591,masculino,comercio,papeleria,cabecera san cristobal,3,60.0,2017/11/10,7300000.0,microempresarial
3592,masculino,servicio,criadero de animales ,cabecera san antonio ,2,80.0,2/06/2017,7377000.0,microempresarial
3593,femenino,comercio,barberia,moravia,2,4.0,13/03/2017,7000000.0,microempresarial
3594,femenino,comercio,comidas rapidas,andalucia,2,2.0,27/11/2017,3000000.0,microempresarial
3595,femenino,comercio,fabrica de helados,manrique oriental,1,3.0,26/09/2016,3000000.0,microempresarial
3596,femenino,comercio,variedades,13 de noviembre,1,8.0,11/07/2017,7370000.0,microempresarial
3597,masculino,comercio,tienda,aranjuez,2,4.0,19/04/2018,7800000.0,microempresarial
3598,femenino,comercio,comidas rapidas,popular,2,1.0,24/10/2017,6000000.0,microempresarial
3599,femenino,servicio,peluqueria,robledo,3,7.0,4/08/2016,6000000.0,microempresarial
3600,femenino,servicio,peluqueria,enciso,2,8.0,15/11/2018,6000000.0,microempresarial
3601,femenino,industria,fabrica de ,buenos aires,3,9.0,11/09/2017,4400000.0,microempresarial
3602,femenino,industria,fabrica de ,buenos aires,3,9.0,6/11/2018,5000000.0,microempresarial
3603,femenino,servicio,fabrica de ,santander,2,6.0,6/02/2017,3600000.0,microempresarial
3604,femenino,industria,fabrica de ,manrique central no. 2,2,3.0,10/08/2017,3000000.0,microempresarial
3605,femenino,comercio,variedades,nan,2,4.0,30/04/2018,6000000.0,microempresarial
3606,femenino,industria,fotografia,san javier no.1,3,13.0,17/03/2017,3500000.0,microempresarial
3607,masculino,servicio,tienda,alfonso lopez,3,5.0,27/02/2019,6500000.0,microempresarial
3608,femenino,comercio,almacen de ropa en ,belen,3,16.0,27/06/2018,7800000.0,microempresarial
3609,femenino,comercio,papeleria,san javier no.1,2,13.0,2018/02/21,6000000.0,microempresarial
3610,masculino,comercio,charcuteria,campo valdes no. 1,3,4.0,16/11/2016,6890000.0,microempresarial
3611,femenino,servicio,comidas rapidas,robledo,2,7.0,23/11/2018,7800000.0,microempresarial
3612,masculino,servicio,variedades,belencito,2,13.0,30/07/2018,7800000.0,microempresarial
3613,masculino,comercio,mantenimiento en ,enciso,2,8.0,28/02/2019,8200000.0,microempresarial
3614,femenino,industria,fabrica de ,campo valdes no. 1,3,4.0,30/11/2017,7000000.0,microempresarial
3615,masculino,servicio,tienda,13 de noviembre,1,8.0,2017/08/15,7200000.0,microempresarial
3616,femenino,comercio,comidas rapidas,versalles no. 1,2,3.0,30/11/2016,3500000.0,microempresarial
3617,femenino,comercio,productos de belleza,nan,1,13.0,6/06/2017,7377000.0,microempresarial
3618,femenino,industria,fabrica de ,san antonio,3,8.0,16/06/2017,7000000.0,microempresarial
3620,femenino,agropecuaria,jardineria,santa elena central,2,90.0,22/02/2017,13000000.0,agropecuaria
3621,masculino,comercio,tienda,buenos aires,3,9.0,10/04/2019,8281000.0,microempresarial
3622,femenino,comercio,charcuteria,robledo,1,7.0,12/10/2016,6890000.0,microempresarial
3623,femenino,comercio,variedades,santo domingo savio ,1,1.0,22/06/2018,7800000.0,microempresarial
3624,femenino,comercio,almacen de ropa en ,santa lucia,3,12.0,13/03/2017,7370000.0,microempresarial
3625,masculino,comercio,sembrados,cabecera san cristobal,2,60.0,12/09/2017,1500000.0,microempresarial
3626,femenino,comercio,variedades,manrique central no. 2,2,3.0,12/04/2016,2000000.0,microempresarial
3627,masculino,industria,fabrica de ,doce de octubre no.1,2,6.0,26/09/2017,7377000.0,microempresarial
3628,masculino,servicio,variedades,santo domingo savio ,2,1.0,13/12/2016,5200000.0,microempresarial
3629,femenino,comercio,variedades,santo domingo savio ,1,1.0,14/09/2018,7800000.0,microempresarial
3631,femenino,industria,fabrica de ,20 de julio,1,13.0,23/02/2018,7000000.0,microempresarial
3632,femenino,comercio,tienda,manrique central no. 1,1,4.0,7/06/2018,6500000.0,microempresarial
3633,masculino,comercio,ebanistaria,la floresta,3,12.0,11/10/2018,7800000.0,microempresarial
3634,femenino,comercio,almacen de ropa en ,barrio caicedo,3,9.0,25/07/2018,7000000.0,microempresarial
3635,femenino,comercio,variedades,la milagrosa,2,9.0,13/06/2018,7800000.0,microempresarial
3636,masculino,industria,fabrica de muebles,barrio caicedo,2,9.0,21/09/2017,4000000.0,microempresarial
3637,masculino,servicio,venta de repuestos,aranjuez,2,4.0,8/11/2016,6890000.0,microempresarial
3638,femenino,industria,fabrica de ,picachito,2,6.0,22/03/2018,1500000.0,microempresarial
3639,masculino,comercio,comidas rapidas,las granjas,2,3.0,22/06/2018,6000000.0,microempresarial
3640,masculino,servicio,barberia,lopez de mesa,3,7.0,4/11/2016,6890000.0,microempresarial
3641,femenino,industria,fabrica de ,cabecera san cristobal,2,60.0,17/08/2018,5000000.0,microempresarial
3642,masculino,comercio,charcuteria,las violetas,2,16.0,17/04/2018,7800000.0,microempresarial
3643,femenino,comercio,granero,florencia,3,5.0,24/07/2018,7800000.0,microempresarial
3644,masculino,servicio,variedades,robledo,2,3.0,20/04/2018,7800000.0,microempresarial
3645,femenino,industria,fabrica de ,buenos aires,3,nan,15/02/2016,6890000.0,microempresarial
3646,masculino,servicio,barberia,belen,2,16.0,30/01/2018,6000000.0,microempresarial
3647,femenino,comercio,tienda,manrique central no. 1,3,4.0,6/02/2018,7200000.0,microempresarial
3648,femenino,industria,fabrica de ,popular,2,1.0,6/02/2018,3000000.0,microempresarial
3649,femenino,industria,fabrica de ,buenos aires,3,9.0,2019/03/11,8000000.0,microempresarial
3650,femenino,comercio,tienda,campo_valdes_no._1,2,4.0,22/05/2018,7800000.0,microempresarial
3651,masculino,comercio,distribuidora de ,pedregal,3,6.0,6/08/2018,7000000.0,microempresarial
3652,masculino,comercio,almacen de ropa en ,castilla,3,5.0,11/05/2018,4000000.0,microempresarial
3653,masculino,comercio,comidas rapidas,san javier no.1,3,13.0,21/07/2017,7000000.0,microempresarial
3654,masculino,comercio,tienda,manrique central no. 2,2,3.0,24/04/2017,7300000.0,microempresarial
3655,femenino,comercio,variedades,boston,2,10.0,15/08/2017,7370000.0,microempresarial
3656,femenino,comercio,legumbreria,manrique central no. 2,2,3.0,8/06/2016,3000000.0,microempresarial
3657,masculino,servicio,legumbreria,juan xxiii la quiebra,1,13.0,19/01/2018,4000000.0,microempresarial
3658,femenino,comercio,recreativo-educativo,sevilla,3,nan,25/01/2016,4000000.0,microempresarial
3659,masculino,industria,joyeria,campo valdes no. 1,3,4.0,16/04/2018,1000000.0,microempresarial
3661,femenino,industria,comidas rapidas,cabecera san cristobal,2,60.0,14/07/2016,4000000.0,microempresarial
3662,femenino,comercio,almacen de ropa en ,la esperanza,1,6.0,25/04/2017,3000000.0,microempresarial
3663,femenino,comercio,tienda,la esperanza no. 2,1,1.0,22/02/2019,5000000.0,microempresarial
3664,masculino,servicio,mantenimiento en ,miranda,2,4.0,26/09/2017,7000000.0,microempresarial
3665,femenino,industria,fabrica de calzado,la milagrosa,2,9.0,27/09/2017,3000000.0,microempresarial
3666,masculino,comercio,fabrica de ,prado,3,10.0,13/07/2018,5000000.0,microempresarial
3667,femenino,servicio,fabrica de ,la candelaria,2,10.0,21/01/2016,3000000.0,microempresarial
3668,masculino,comercio,restaurante,san javier no.1,3,13.0,19/04/2017,7370000.0,microempresarial
3669,femenino,nan,comidas rapidas,cabecera san cristobal,2,60.0,21/05/2018,1500000.0,microempresarial
3670,femenino,servicio,peluqueria,loreto,2,9.0,16/11/2017,7377000.0,microempresarial
3671,masculino,servicio,fabrica-de-arepas,cabecera san cristobal,2,60.0,8/06/2017,3000000.0,microempresarial
3672,masculino,industria,fabrica de ,la milagrosa,2,9.0,6/02/2018,7000000.0,microempresarial
3673,femenino,comercio,variedades,francisco antonio zea,3,5.0,10/04/2018,7000000.0,microempresarial
3674,femenino,comercio,papeleria,buenos aires,3,9.0,2018/01/19,7800000.0,microempresarial
3675,femenino,comercio,comidas rapidas,andalucia,2,2.0,4/04/2018,7000000.0,microempresarial
3677,femenino,comercio,variedades,sin barrio,3,nan,8/10/2018,7800000.0,microempresarial
3678,femenino,comercio,variedades,la libertad,1,8.0,19/07/2018,7800000.0,microempresarial
3679,femenino,comercio,almacen de ropa en ,robledo,2,7.0,2017/07/11,3000000.0,microempresarial
3680,femenino,comercio,miscelanea,robledo,2,7.0,5/12/2017,6500000.0,microempresarial
3681,femenino,comercio,variedades,san diego,2,10.0,21/11/2017,7370000.0,microempresarial
3682,masculino,comercio,legumbreria,juan xxiii la quiebra,1,13.0,22/12/2017,4400000.0,microempresarial
3683,femenino,industria,fabrica de ,betania,2,13.0,28/05/2018,7800000.0,microempresarial
3684,femenino,servicio,fabrica de ,la milagrosa,3,9.0,2018/08/30,6000000.0,microempresarial
3685,femenino,comercio,criadero de animales ,palmitas,2,50.0,3/07/2018,3000000.0,microempresarial
3686,femenino,comercio,licorera,robledo,2,7.0,18/12/2017,3000000.0,microempresarial
3687,femenino,comercio,almacen de ropa en ,villatina,2,8.0,20/12/2018,2000000.0,microempresarial
3688,femenino,nan,fabrica de ,aguas frias,2,70.0,18/04/2016,3000000.0,microempresarial
3689,femenino,comercio,miscelanea,lopez de mesa,3,7.0,18/10/2017,2000000.0,microempresarial
3690,masculino,industria,fabrica de ,san javier no.1,1,13.0,29/09/2017,5200000.0,microempresarial
3691,femenino,comercio,tienda,santo domingo savio ,2,1.0,15/11/2017,7300000.0,microempresarial
3692,masculino,industria,fabrica de ,buenos aires,3,9.0,10/12/2018,2000000.0,microempresarial
3693,masculino,comercio,almacen de ropa en ,villa hermosa,1,nan,22/02/2019,6000000.0,microempresarial
3694,femenino,industria,fabrica de ,barrio caicedo,1,9.0,14/03/2019,7250000.0,microempresarial
3695,masculino,comercio,comidas rapidas,san javier no.1,1,13.0,22/09/2017,6000000.0,microempresarial
3696,femenino,comercio,variedades,cabecera san antonio ,2,80.0,7/06/2019,6300000.0,microempresarial
3697,masculino,comercio,comidas rapidas,santa cruz,2,2.0,10/03/2017,7377000.0,microempresarial
3698,femenino,comercio,variedades,castilla,3,5.0,23/05/2018,1500000.0,microempresarial
3699,femenino,servicio,peluqueria,santa cruz,2,2.0,31/07/2018,5000000.0,microempresarial
3700,masculino,servicio,fabrica de juegos ,popular,1,1.0,17/11/2016,6890000.0,microempresarial
3701,femenino,comercio,comidas rapidas,andalucia,2,2.0,6/10/2017,5000000.0,microempresarial
3702,femenino,servicio,organización y ,manrique central no. 1,1,4.0,15/11/2017,7377000.0,microempresarial
3703,femenino,comercio,miscelanea,playon de los ,2,2.0,9/10/2017,7370000.0,microempresarial
3704,femenino,servicio,cafeteria,playon de los ,2,2.0,3/01/2018,5000000.0,microempresarial
3705,masculino,servicio,variedades,enciso,1,8.0,23/08/2017,1000000.0,microempresarial
3706,femenino,comercio,tienda,cabecera san cristobal,1,60.0,6/11/2018,10.0,microempresarial
3707,masculino,servicio,mantenimiento en ,centro admtivo,3,10.0,2/12/2016,6800000.0,microempresarial
3708,femenino,comercio,tienda,belencito,1,13.0,31/03/2017,7000000.0,microempresarial
3709,femenino,comercio,legumbreria,villatina,2,8.0,4/10/2017,3000000.0,microempresarial
3710,femenino,comercio,fabrica de alimentos,manrique central no. 1,3,4.0,2018/05/11,7800000.0,microempresarial
3711,femenino,comercio,variedades,cabecera_san_antonio_,3,80.0,15/09/2017,7000000.0,microempresarial
3712,femenino,comercio,variedades,manrique central no. 2,3,3.0,2018/04/18,5500000.0,microempresarial
3713,masculino,comercio,drogueria,robledo,2,7.0,20/02/2018,7812000.0,microempresarial
3714,femenino,comercio,variedades,juan xxiii la quiebra,1,13.0,14/03/2018,1000000.0,microempresarial
3715,masculino,industria,variedades,manrique central no. 1,1,4.0,31/08/2017,7370000.0,microempresarial
3716,masculino,servicio,mantenimiento en ,santo domingo savio ,1,1.0,20/09/2018,7800000.0,microempresarial
3717,masculino,comercio,variedades,santa cruz,2,2.0,2018/07/17,6000000.0,microempresarial
3718,femenino,comercio,tienda,cabecera san cristobal,1,60.0,31/07/2017,3000000.0,microempresarial
3719,femenino,industria,fabrica de ,campo valdes no. 1,3,4.0,9/05/2017,7370000.0,microempresarial
3720,masculino,industria,carpinteria,centro admtivo,3,10.0,10/09/2018,7000000.0,microempresarial
3722,masculino,industria,fabrica de ,san javier no.1,1,13.0,23/08/2018,4000000.0,microempresarial
3723,masculino,servicio,taller de mecanica,santa cruz,2,2.0,14/07/2017,5500000.0,microempresarial
3724,femenino,comercio,variedades,pedregal,3,6.0,3/10/2017,3000000.0,microempresarial
3725,femenino,servicio,papeleria,manrique central no. 1,2,4.0,2017/11/1,2000000.0,microempresarial
3727,femenino,servicio,fabrica de ,loreto,2,9.0,7/02/2017,7370000.0,microempresarial
3728,femenino,industria,fabrica de ,guayabal,3,15.0,29/03/2017,7377000.0,microempresarial
3729,femenino,comercio,restaurante,la milagrosa,3,9.0,2/03/2018,4000000.0,microempresarial
3730,femenino,industria,fabrica de ,manrique central no. 1,2,4.0,26/07/2018,7800000.0,microempresarial
3731,femenino,comercio,variedades,aranjuez,2,4.0,2016/04/13,4000000.0,microempresarial
3732,femenino,servicio,lavadero de ,san bernardo,3,16.0,23/03/2018,3000000.0,microempresarial
3733,masculino,servicio,taller de electronica,san javier no.1,3,13.0,15/02/2019,8122200.0,microempresarial
3734,masculino,servicio,productos de belleza,alfonso lopez,2,5.0,24/05/2018,7000000.0,microempresarial
3735,masculino,comercio,tienda,boyaca,3,5.0,18/01/2018,3000000.0,microempresarial
3736,femenino,servicio,peluqueria,buenos aires,3,9.0,9/07/2018,5000000.0,microempresarial
3737,masculino,comercio,tienda,doce de octubre no.1,2,6.0,8/02/2018,6000000.0,microempresarial
3738,femenino,industria,fabrica de ,oleoducto,2,5.0,2018/02/1,4000000.0,microempresarial
3739,femenino,servicio,comidas rapidas,kennedy,2,6.0,2016/11/3,4000000.0,microempresarial
3740,femenino,comercio,variedades,cabecera san antonio ,2,80.0,28/12/2018,7800000.0,microempresarial
3741,femenino,industria,fabrica de ,el salado,1,13.0,2018/03/23,5000000.0,microempresarial
3742,femenino,industria,fabrica de ,moravia,2,4.0,14/12/2018,2000000.0,microempresarial
3743,femenino,industria,fabrica de ,villa del socorro,2,2.0,26/10/2018,780000.0,microempresarial
