Unnamed: 0,sexo,tipo_de_emprendimiento,idea_negocio,barrio,estrato,comuna_ciudadano,fecha_de_beneficio,monto_del_credito,línea_credito
6963,masculino,comercio,drogueria,la cruz,1,nan,10/02/2016,6890000.0,microempresarial
6964,femenino,agropecuaria,criadero de animales ,guayabal,1,15.0,31/05/2016,4000000.0,microempresarial
6965,masculino,comercio,publicidad y ,santa lucia,3,12.0,8/11/2016,6800000.0,microempresarial
6966,femenino,industria,fabrica de ,buenos aires,2,9.0,13/03/2018,2500000.0,microempresarial
6967,masculino,servicio,mantenimiento en ,robledo,2,7.0,14/11/2018,7500000.0,microempresarial
6968,femenino,comercio,comidas rapidas,cabecera san antonio ,2,80.0,10/09/2018,7000000.0,microempresarial
6969,femenino,comercio,variedades,picacho,2,6.0,2018/07/4,5000000.0,microempresarial
6970,femenino,comercio,tienda,la milagrosa,3,9.0,2018/11/2,6000000.0,microempresarial
6971,femenino,servicio,tienda,cabecera san cristobal,2,60.0,15/01/2018,7000000.0,microempresarial
6972,femenino,comercio,variedades,pedregal,3,6.0,25/10/2017,7377000.0,microempresarial
6973,femenino,comercio,fabrica de ,moravia,2,4.0,26/01/2017,3000000.0,microempresarial
6974,femenino,servicio,peluqueria,lopez de mesa,3,7.0,9/07/2018,2200000.0,microempresarial
6975,masculino,comercio,criadero de animales ,cabecera san cristobal,2,60.0,17/08/2017,5000000.0,microempresarial
6976,femenino,servicio,mantenimiento en ,buenos aires,1,9.0,16/11/2017,7000000.0,microempresarial
6978,femenino,industria,fabrica de ,andalucia,2,2.0,14/03/2018,5000000.0,microempresarial
6979,masculino,servicio,barberia,robledo,3,7.0,4/03/2016,6000000.0,microempresarial
6980,femenino,comercio,almacen de ropa en ,san pablo,1,1.0,21/02/2018,3000000.0,microempresarial
6981,masculino,comercio,tienda naturista,popular,2,1.0,11/05/2018,7000000.0,microempresarial
6982,femenino,comercio,comidas rapidas,barrio caicedo,2,9.0,4/12/2017,7300000.0,microempresarial
6983,masculino,comercio,variedades,robledo,1,7.0,19/09/2017,4000000.0,microempresarial
6985,masculino,servicio,mensajeria,santa cruz,2,2.0,18/04/2017,7000000.0,microempresarial
6987,femenino,industria,fabrica de ,trinidad,3,15.0,19/10/2017,7000000.0,microempresarial
6988,masculino,comercio,variedades,doce de octubre no.1,2,6.0,11/08/2017,4000000.0,microempresarial
6990,masculino,comercio,mantenimiento en ,juan xxiii la quiebra,2,13.0,2018/06/12,2500000.0,microempresarial
6991,femenino,industria,fabrica de ,playon de los ,2,2.0,10/05/2016,3000000.0,microempresarial
6992,femenino,comercio,almacen de ropa en ,san javier no.1,3,13.0,24/04/2018,3500000.0,microempresarial
6993,femenino,comercio,tienda,buenos aires,2,9.0,3/10/2018,7800000.0,microempresarial
6994,masculino,industria,fabrica de ,aranjuez,2,4.0,29/08/2018,7000000.0,microempresarial
6995,femenino,industria,fabrica de ,enciso,2,8.0,3/04/2019,8000000.0,microempresarial
6996,femenino,comercio,restaurante,robledo,2,7.0,18/11/2016,5000000.0,microempresarial
6998,femenino,industria,fabrica de ,pedregal,3,6.0,24/09/2018,5000000.0,microempresarial
6999,masculino,servicio,mantenimiento en ,pedregal,3,6.0,8/08/2018,6000000.0,microempresarial
7000,femenino,industria,carpinteria,belen,3,16.0,30/01/2018,7800000.0,microempresarial
7001,femenino,comercio,peluqueria,vrda. san antonio ,3,80.0,10/02/2016,6000000.0,microempresarial
7002,masculino,industria,fabrica de ,campo valdes no. 2,1,3.0,6/07/2018,7000000.0,microempresarial
7003,femenino,comercio,almacen de ropa en ,robledo,2,7.0,9/03/2017,6000000.0,microempresarial
7004,masculino,servicio,mantenimiento en ,manrique oriental,2,3.0,6/08/2018,7000000.0,microempresarial
7005,femenino,servicio,peluqueria,cataluna,3,9.0,17/08/2017,1500000.0,microempresarial
7006,femenino,comercio,variedades,manrique oriental,2,3.0,3/04/2018,2000000.0,microempresarial
7007,femenino,servicio,peluqueria,robledo,2,7.0,3/08/2016,6890000.0,microempresarial
7008,masculino,servicio,comidas rapidas,doce de octubre no.1,2,6.0,18/07/2017,7370000.0,microempresarial
7009,femenino,servicio,peluqueria,santa monica,3,12.0,2018/06/27,7800000.0,microempresarial
7010,masculino,servicio,comidas rapidas,robledo,3,7.0,29/09/2016,3500000.0,microempresarial
7011,femenino,comercio,comidas rapidas,cabecera san antonio ,1,80.0,26/10/2016,6894000.0,microempresarial
7012,femenino,comercio,miscelanea,buenos aires,3,9.0,31/10/2016,6890000.0,microempresarial
7013,masculino,comercio,restaurante,francisco antonio zea,2,5.0,22/08/2017,28000000.0,empresarial ed. 
7014,femenino,comercio,tienda,francisco antonio zea,3,5.0,2019/03/13,2000000.0,microempresarial
7015,masculino,industria,fabrica de ,enciso,2,8.0,2018/02/16,7000000.0,microempresarial
7016,femenino,comercio,comidas rapidas,picacho,1,6.0,29/08/2017,7000000.0,microempresarial
7017,femenino,comercio,comidas rapidas,robledo,3,7.0,22/02/2018,5000000.0,microempresarial
7018,masculino,comercio,almacen de ropa en ,manrique_central_no._1,3,4.0,18/01/2019,8200000.0,microempresarial
7019,femenino,comercio,bares,santa cruz,2,2.0,2/04/2019,7000000.0,microempresarial
7020,femenino,industria,fabrica de ,castilla,3,5.0,21/05/2018,2000000.0,microempresarial
7021,femenino,servicio,comidas-rapidas,villa hermosa,3,8.0,6/02/2018,3500000.0,microempresarial
7022,femenino,comercio,almacen de ropa en ,antonio nariño,2,13.0,16/08/2016,6890000.0,microempresarial
7023,femenino,comercio,venta de repuestos,moravia,1,4.0,3/08/2016,6700000.0,microempresarial
7024,masculino,comercio,papeleria,belen,3,16.0,14/06/2018,7000000.0,microempresarial
7025,masculino,comercio,comidas rapidas,boyaca,3,5.0,27/01/2017,3000000.0,microempresarial
7026,femenino,comercio,variedades,aranjuez,2,4.0,13/03/2018,1200000.0,microempresarial
7027,masculino,comercio,comidas rapidas,aranjuez,2,4.0,16/06/2017,7377000.0,microempresarial
7028,masculino,industria,marqueteria,castilla,2,5.0,2019/01/24,8000000.0,microempresarial
7029,femenino,industria,fabrica de ,san javier no.1,2,13.0,21/12/2017,5200000.0,microempresarial
7030,femenino,industria,carpinteria,loreto,3,9.0,17/11/2016,6800000.0,microempresarial
7031,femenino,comercio,panaderia,robledo,2,7.0,4/12/2018,1200000.0,microempresarial
7032,masculino,comercio,distribuidora de ,castilla,3,5.0,19/02/2018,1000000.0,microempresarial
7033,masculino,nan,variedades,carpinelo,1,1.0,12/02/2018,3500000.0,microempresarial
7034,masculino,comercio,distribuidora de ,belencito,2,13.0,21/12/2018,7800000.0,microempresarial
7035,femenino,comercio,variedades,santa cruz,2,2.0,17/11/2017,4500000.0,microempresarial
7036,femenino,servicio,variedades,la milagrosa,3,nan,2/02/2016,4000000.0,microempresarial
7037,femenino,comercio,comidas-rapidas,picachito,1,6.0,2/03/2017,2000000.0,microempresarial
7038,femenino,servicio,cafe e internet,el triunfo,2,6.0,10/08/2017,7000000.0,microempresarial
7039,femenino,comercio,fabrica de ,san javier no.1,1,13.0,18/07/2018,2500000.0,microempresarial
7040,femenino,comercio,miscelanea,olaya herrera,1,7.0,5/12/2017,1000000.0,microempresarial
7041,masculino,comercio,variedades,manrique central no. 2,3,3.0,4/01/2019,6350000.0,microempresarial
7042,femenino,comercio,comidas rapidas,popular,2,1.0,13/02/2018,7800000.0,microempresarial
7043,femenino,comercio,tienda,moravia,1,4.0,21/06/2016,1500000.0,microempresarial
7044,femenino,comercio,fabrica de ,santa cruz,2,2.0,23/06/2017,7377000.0,microempresarial
7045,femenino,industria,fabrica de ,la milagrosa,3,9.0,16/05/2017,4000000.0,microempresarial
7046,masculino,industria,fabrica de ,san javier no.1,2,13.0,6/04/2017,6000000.0,microempresarial
7047,femenino,comercio,comidas rapidas,buenos aires,3,9.0,21/06/2017,7300000.0,microempresarial
7048,masculino,servicio,fabrica de calzado,enciso,2,nan,27/01/2016,1300000.0,microempresarial
7049,femenino,comercio,variedades,la francia,2,2.0,11/08/2017,7377000.0,microempresarial
7050,masculino,industria,fabrica de ,manrique oriental,1,3.0,12/07/2017,6000000.0,microempresarial
7051,femenino,comercio,variedades,enciso,3,8.0,19/06/2019,8281000.0,microempresarial
7052,masculino,comercio,almacen de ropa en ,aranjuez,1,4.0,6/02/2017,7370000.0,microempresarial
7053,masculino,servicio,organización y ,playon de los ,2,2.0,2/11/2017,7300000.0,microempresarial
7054,femenino,comercio,variedades,manrique central no. 2,2,3.0,22/05/2019,3000000.0,microempresarial
7055,masculino,comercio,legumbreria,castilla,3,5.0,22/05/2018,5000000.0,microempresarial
7056,femenino,comercio,tienda,20 de julio,1,13.0,23/03/2018,783000.0,microempresarial
7057,masculino,industria,fabrica de ,buenos aires,2,9.0,8/05/2018,7000000.0,microempresarial
7058,femenino,comercio,almacen de ropa en ,belencito,2,13.0,28/05/2019,6500000.0,microempresarial
7059,femenino,comercio,papeleria,buenos aires,3,9.0,23/01/2017,5000000.0,microempresarial
7060,masculino,comercio,almacen de ropa en ,robledo,2,7.0,22/03/2017,4000000.0,microempresarial
7062,masculino,comercio,comidas rapidas,antonio nariño,2,13.0,13/07/2017,7370000.0,microempresarial
7063,femenino,comercio,variedades,buenos aires,2,9.0,2018/04/18,3000000.0,microempresarial
7064,femenino,comercio,distribuidora de ,santa cruz,2,2.0,9/05/2017,7377000.0,microempresarial
7066,masculino,industria,fabrica de alimentos,lopez de mesa,3,7.0,16/11/2018,7800000.0,microempresarial
7067,masculino,servicio,montallantas,belen,2,16.0,10/10/2017,5000000.0,microempresarial
7068,femenino,comercio,tienda,girardot,3,5.0,2018/03/2,3500000.0,microempresarial
7069,femenino,comercio,almacen-de-ropa-en-,santa cruz,2,2.0,7/02/2018,1000000.0,microempresarial
7070,masculino,servicio,variedades,belencito,2,13.0,15/02/2018,7000000.0,microempresarial
7071,masculino,comercio,tienda,trinidad,3,15.0,14/10/2016,6800000.0,microempresarial
7072,femenino,comercio,variedades,cabecera san cristobal,1,60.0,7/03/2018,4500000.0,microempresarial
7073,masculino,comercio,variedades,carpinelo,1,1.0,12/02/2018,3500000.0,microempresarial
7074,masculino,industria,fabrica de ,doce de octubre no.1,1,6.0,31/05/2017,5000000.0,microempresarial
7075,femenino,comercio,miscelanea,santo domingo savio ,2,1.0,24/08/2017,6000000.0,microempresarial
7076,masculino,industria,fabrica de traperos,aranjuez,3,4.0,24/02/2016,2000000.0,microempresarial
7077,femenino,industria,fabrica_de_,carpinelo,1,1.0,28/02/2018,4000000.0,microempresarial
7078,masculino,comercio,legumbreria,popular,1,1.0,2019/05/29,6000000.0,microempresarial
7079,masculino,comercio,tienda,nan,3,5.0,14/02/2018,7800000.0,microempresarial
7080,masculino,comercio,tienda,santo domingo savio ,2,1.0,7/07/2017,7000000.0,microempresarial
7081,femenino,industria,fabrica_de_,buenos aires,3,7.0,19/09/2017,5500000.0,microempresarial
7082,femenino,comercio,variedades,manrique central no. 2,3,3.0,26/09/2016,5000000.0,microempresarial
7083,masculino,comercio,publicidad y ,san jose de la cima no. ,2,3.0,9/03/2017,237976.0,microempresarial
7084,masculino,comercio,variedades,castilla,3,5.0,1/02/2018,7000000.0,microempresarial
7085,femenino,comercio,comidas rapidas,robledo,2,7.0,29/10/2018,7800000.0,microempresarial
7086,femenino,industria,fabrica de ,aranjuez,3,4.0,3/11/2016,6890000.0,microempresarial
7087,femenino,comercio,variedades,san javier no.2,3,13.0,26/09/2016,5000000.0,microempresarial
7088,masculino,industria,fabrica de productos ,el salvador,2,9.0,16/01/2018,7000000.0,microempresarial
7089,masculino,agropecuaria,sembrados,santa elena central,2,90.0,2/08/2016,6000000.0,agropecuaria
7090,femenino,industria,fabrica de ,villa hermosa,3,nan,18/07/2018,7812420.0,microempresarial
7091,femenino,industria,fabrica_de_alimentos,san javier no.1,1,13.0,28/05/2018,6000000.0,microempresarial
7092,masculino,servicio,mantenimiento en ,san diego,2,10.0,21/11/2017,4000000.0,microempresarial
7093,masculino,industria,fabrica de ceramica,villa del socorro,2,2.0,5/10/2016,5000000.0,microempresarial
7094,masculino,comercio,variedades,robledo,2,7.0,26/10/2016,6890000.0,microempresarial
7095,masculino,industria,carpinteria,cabecera san cristobal,2,60.0,12/07/2017,7370000.0,microempresarial
7096,femenino,industria,fabrica de ,moravia,2,4.0,10/12/2018,7000000.0,microempresarial
7097,femenino,comercio,fabrica de ,popular,2,1.0,2018/02/21,3500000.0,microempresarial
7098,femenino,agropecuaria,criadero de animales ,olaya herrera,1,7.0,14/07/2017,7300000.0,microempresarial
7099,masculino,comercio,variedades,san javier no.1,2,13.0,2018/05/30,7800000.0,microempresarial
7100,femenino,comercio,almacen de ropa en ,robledo,2,7.0,29/01/2018,7800000.0,microempresarial
7102,femenino,comercio,cafeteria,popular,2,1.0,3/10/2018,7000000.0,microempresarial
7103,femenino,servicio,taller de mecanica,robledo,1,7.0,20/09/2016,5000000.0,microempresarial
7104,masculino,comercio,variedades,moravia,2,90.0,20/10/2016,6890000.0,microempresarial
7105,femenino,industria,fabrica de ,veinte de julio,2,13.0,2016/02/9,6800000.0,microempresarial
7106,femenino,comercio,comidas rapidas,aranjuez,3,4.0,31/10/2017,7377000.0,microempresarial
7107,femenino,comercio,miscelanea,altamira,3,7.0,6/03/2018,7800000.0,microempresarial
7108,femenino,comercio,almacen de ropa en ,popular,2,1.0,24/09/2018,5000000.0,microempresarial
7109,femenino,comercio,comidas rapidas,aranjuez,3,4.0,13/06/2017,4000000.0,microempresarial
7110,femenino,comercio,sembrados,cabecera san cristobal,2,60.0,31/01/2018,5500000.0,microempresarial
7111,masculino,comercio,comidas rapidas,buenos aires,2,9.0,23/07/2018,5000000.0,microempresarial
7112,femenino,agropecuaria,criadero de animales ,la pradera,1,13.0,11/10/2016,4000000.0,microempresarial
7113,femenino,comercio,almacen de ropa en ,robledo,1,7.0,1/06/2017,7000000.0,microempresarial
7114,masculino,industria,fabrica de ,andalucia,2,2.0,23/05/2018,7800000.0,microempresarial
7115,femenino,industria,fabrica de calzado,robledo,2,7.0,23/03/2018,7800000.0,microempresarial
7116,femenino,comercio,comidas rapidas,manrique oriental,2,3.0,8/08/2018,5000000.0,microempresarial
7117,masculino,servicio,mantenimiento en ,castilla,2,5.0,13/03/2018,5000000.0,microempresarial
7118,masculino,servicio,organización y ,manrique central no. 1,2,4.0,31/05/2017,2000000.0,microempresarial
7119,masculino,comercio,fabrica de repuestos ,belen,3,16.0,24/03/2017,23000000.0,empresarial ed. 
7121,masculino,servicio,fotografia,manrique central no. 1,2,4.0,24/10/2018,7800000.0,microempresarial
7122,femenino,comercio,productos de belleza,picacho,2,6.0,16/05/2019,8000000.0,microempresarial
7123,femenino,industria,fabrica de ,manrique central no. 1,1,4.0,24/05/2016,4000000.0,microempresarial
7124,femenino,comercio,almacen de ropa en ,villa niza,2,2.0,14/08/2018,3000000.0,microempresarial
7125,femenino,servicio,tienda,enciso,2,8.0,24/01/2018,4000000.0,microempresarial
7126,femenino,industria,fabrica de ,carpinelo,1,1.0,3/04/2017,7377000.0,microempresarial
7127,femenino,agropecuaria,criadero de animales ,palmitas,1,50.0,2018/03/14,7800000.0,microempresarial
7128,femenino,comercio,comidas rapidas,manrique central no. 2,2,3.0,2/11/2018,7800000.0,microempresarial
7129,femenino,comercio,tienda,aranjuez,1,nan,19/02/2016,3000000.0,microempresarial
7130,femenino,servicio,peluqueria,robledo,2,7.0,9/09/2016,5000000.0,microempresarial
7131,masculino,comercio,variedades,las palmas,3,10.0,9/11/2018,3000000.0,microempresarial
7132,masculino,comercio,tienda,manrique oriental,1,3.0,6/06/2017,7377000.0,microempresarial
7133,masculino,servicio,comidas rapidas,campo valdes no. 1,2,4.0,25/07/2018,7800000.0,microempresarial
7134,femenino,industria,marroquineria,pedregal,3,6.0,2017/12/12,4000000.0,microempresarial
7135,masculino,comercio,tienda,belencito,2,13.0,10/03/2016,6890000.0,microempresarial
7136,femenino,comercio,almacen de ropa en ,castilla,3,5.0,4/12/2018,3000000.0,microempresarial
7137,femenino,comercio,distribuidora de ,nan,3,12.0,17/05/2018,1000000.0,microempresarial
7138,femenino,comercio,comidas rapidas,san pablo,2,1.0,14/06/2018,2000000.0,microempresarial
7139,femenino,comercio,tienda,robledo,1,7.0,2/02/2018,5000000.0,microempresarial
7140,masculino,comercio,fabrica de arepas,villa hermosa,3,8.0,23/01/2017,7377000.0,microempresarial
7141,femenino,comercio,panaderia,manrique central no. 1,2,4.0,14/12/2017,7000000.0,microempresarial
7142,femenino,industria,fabrica de ,enciso,3,8.0,6/11/2018,17187324.0,empresarial ed. 
7143,masculino,comercio,almacen de ropa en ,san diego,2,10.0,17/01/2017,5000000.0,microempresarial
7144,masculino,servicio,taller de mecanica,manrique oriental,1,3.0,31/07/2017,4000000.0,microempresarial
7145,femenino,industria,fabrica de ,aranjuez,2,13.0,1/12/2016,3000000.0,microempresarial
7146,femenino,comercio,cafeteria,manrique oriental,2,3.0,19/12/2016,5000000.0,microempresarial
7147,femenino,comercio,almacen de ropa en ,aranjuez,2,4.0,13/08/2018,7812242.0,microempresarial
7148,masculino,comercio,almacen_de_ropa_en_,doce de octubre no.1,1,6.0,19/01/2017,6000000.0,microempresarial
7149,femenino,comercio,variedades,cabecera san antonio ,2,80.0,22/02/2019,1000000.0,microempresarial
7150,femenino,comercio,tienda,moravia,2,4.0,7/05/2018,1000000.0,microempresarial
7151,masculino,comercio,variedades,aranjuez,2,4.0,30/10/2018,1000000.0,microempresarial
7152,masculino,servicio,mantenimiento en ,san javier no.1,2,13.0,27/02/2018,19500000.0,microempresarial
7153,masculino,comercio,tienda,las-palmas,3,10.0,2018/05/11,3600000.0,microempresarial
7154,masculino,servicio,fotografia,guayabal,2,15.0,28/01/2016,4500000.0,microempresarial
7155,masculino,industria,fabrica de ,popular,2,1.0,1/02/2019,8281000.0,microempresarial
7156,femenino,comercio,comidas rapidas,trinidad,3,15.0,8/11/2016,2500000.0,microempresarial
7157,femenino,comercio,panaderia,andalucia,2,2.0,13/05/2019,5000000.0,microempresarial
7158,masculino,servicio,comidas rapidas,la pradera,2,13.0,26/09/2016,6000000.0,microempresarial
7159,femenino,servicio,recreativo-educativo,manrique central no. 1,2,7.0,12/07/2018,6000000.0,microempresarial
7160,femenino,comercio,fabrica de calzado,buenos aires,3,9.0,2018/09/12,7800000.0,microempresarial
7161,femenino,comercio,peluqueria,pedregal,3,6.0,12/09/2017,7300000.0,microempresarial
7162,femenino,comercio,comidas rapidas,villa hermosa,3,8.0,11/05/2018,6000000.0,microempresarial
7163,masculino,servicio,variedades,la floresta,3,12.0,26/04/2017,4300000.0,microempresarial
7164,femenino,comercio,panaderia,robledo,3,7.0,16/02/2017,7000000.0,microempresarial
7165,masculino,servicio,tienda,villa niza,2,2.0,9/05/2018,7000000.0,microempresarial
7166,femenino,industria,fabrica de ,picachito,1,6.0,22/08/2016,4000000.0,microempresarial
7167,masculino,servicio,tienda,nuevos conquistadores,1,13.0,29/07/2016,5000000.0,microempresarial
7168,femenino,servicio,ebanistaria,20 de julio,2,13.0,25/08/2016,5800000.0,microempresarial
7169,masculino,industria,fabrica de ,barrio caicedo,2,9.0,18/08/2017,7000000.0,microempresarial
7170,femenino,servicio,productos de belleza,santa cruz,2,2.0,13/04/2018,7800000.0,microempresarial
7171,masculino,servicio,variedades,cordoba,3,7.0,21/06/2017,7300000.0,microempresarial
7172,masculino,agropecuaria,sembrados,cabecera san cristobal,2,60.0,9/07/2018,2000000.0,agropecuaria
7174,femenino,industria,fabrica de ,cabecera san antonio ,3,80.0,13/06/2019,6750000.0,microempresarial
7175,femenino,comercio,fabrica de ,popular,2,1.0,14/03/2018,6000000.0,microempresarial
7176,masculino,industria,fabrica de ,guayabal,3,15.0,8/08/2018,7800000.0,microempresarial
7177,femenino,comercio,distribuidora de ,campo valdes no. 1,3,4.0,13/09/2017,5000000.0,microempresarial
7178,femenino,comercio,tienda naturista,el socorro,2,13.0,5/06/2018,3000000.0,microempresarial
7179,masculino,comercio,productos de belleza,castilla,3,5.0,14/11/2017,6000000.0,microempresarial
7180,masculino,comercio,peluqueria,francisco antonio zea,3,5.0,22/08/2018,7800000.0,microempresarial
7181,masculino,industria,fabrica de ,san javier no.1,1,13.0,28/07/2016,6890000.0,microempresarial
7182,femenino,industria,fabrica de ,cabecera san cristobal,2,60.0,2017/09/26,5250000.0,microempresarial
7183,femenino,servicio,tienda,robledo,1,7.0,22/08/2017,2000000.0,microempresarial
7184,masculino,servicio,mantenimiento_en_,santa cruz,2,2.0,9/04/2018,7000000.0,microempresarial
7185,femenino,comercio,papeleria,guayabal,2,15.0,27/07/2018,2500000.0,microempresarial
7186,femenino,industria,fabrica de ,picachito,1,6.0,3/03/2017,7300000.0,microempresarial
7187,femenino,comercio,variedades,pedregal,3,nan,4/02/2016,6800000.0,microempresarial
7188,masculino,agropecuaria,criadero de animales ,cabecera san cristobal,2,60.0,2018/08/21,7800000.0,agropecuaria
7189,femenino,industria,fabrica de ,belencito,2,13.0,22/07/2016,6000000.0,microempresarial
7190,femenino,servicio,barberia,popular,2,1.0,30/05/2018,7000000.0,microempresarial
7191,femenino,comercio,organización y ,santander,2,6.0,1/09/2016,3000000.0,microempresarial
7192,femenino,comercio,cafeteria,el chagualo,3,10.0,26/07/2017,7000000.0,microempresarial
7193,femenino,comercio,charcuteria,llanaditas,1,8.0,1/11/2016,6890000.0,microempresarial
7194,femenino,comercio,miscelanea,altavista,1,70.0,24/05/2016,6890000.0,microempresarial
7195,femenino,comercio,papeleria,la francia,2,2.0,25/07/2017,5000000.0,microempresarial
7196,femenino,industria,fabrica de ,santo domingo savio ,2,1.0,27/08/2018,7000000.0,microempresarial
7197,masculino,comercio,fabrica de ,belalcazar,2,5.0,29/11/2017,6500000.0,microempresarial
7198,masculino,comercio,taller de mecanica,santander,2,6.0,24/01/2018,7800000.0,microempresarial
7200,femenino,industria,variedades,sucre,2,8.0,17/03/2017,2000000.0,microempresarial
7201,femenino,comercio,peluqueria,playon de los ,2,2.0,2/02/2018,7800000.0,microempresarial
7202,femenino,comercio,distribuidora de ,popular,2,1.0,19/09/2017,2000000.0,microempresarial
7203,femenino,comercio,tienda,prado,3,10.0,12/07/2017,7000000.0,microempresarial
7204,masculino,servicio,peluqueria,campo valdes no. 1,3,4.0,17/11/2017,7377000.0,microempresarial
7205,femenino,comercio,tienda,juan xxiii la quiebra,1,13.0,16/11/2017,3600000.0,microempresarial
7206,femenino,comercio,variedades,santa cruz,2,2.0,20/09/2016,2000000.0,microempresarial
7207,femenino,industria,fabrica de ,manrique central no. 1,1,4.0,4/07/2018,7000000.0,microempresarial
7208,femenino,industria,fabrica de ,popular,1,1.0,12/08/2016,6890000.0,microempresarial
7210,femenino,servicio,comidas rapidas,robledo,2,7.0,25/01/2019,7800000.0,microempresarial
7211,femenino,comercio,comidas rapidas,moravia,3,4.0,5/09/2018,5000000.0,microempresarial
7212,femenino,servicio,barberia,picachito,1,6.0,23/02/2017,7377000.0,microempresarial
7213,femenino,servicio,mantenimiento en ,cabecera san cristobal,3,60.0,2016/05/6,6000000.0,microempresarial
7215,femenino,industria,fabrica de ,enciso,1,8.0,10/05/2019,8281160.0,microempresarial
7216,femenino,comercio,comidas-rapidas,manrique central no. 1,2,4.0,25/01/2018,7810000.0,microempresarial
7217,masculino,comercio,comidas_rapidas,nan,2,9.0,13/07/2017,2000000.0,microempresarial
7218,masculino,comercio,variedades,la milagrosa,3,9.0,9/03/2018,5000000.0,microempresarial
7219,masculino,comercio,variedades,robledo,2,7.0,12/03/2018,6000000.0,microempresarial
7220,masculino,comercio,tienda,doce de octubre no.1,2,6.0,6/10/2017,7377000.0,microempresarial
7221,femenino,servicio,variedades,alfonso lopez,2,5.0,27/11/2017,7000000.0,microempresarial
7222,femenino,industria,restaurante,cabecera san antonio ,2,80.0,2017/05/10,4000000.0,microempresarial
7223,masculino,comercio,almacen de ropa en ,san jose de la cima no. ,1,3.0,28/11/2017,7300000.0,microempresarial
7224,masculino,servicio,barberia,manrique central no. 2,2,3.0,18/10/2017,7000000.0,microempresarial
7225,femenino,comercio,joyeria,san javier no.1,2,13.0,7/02/2017,7377000.0,microempresarial
7226,femenino,comercio,tienda,manrique oriental,2,3.0,7/06/2019,7000000.0,microempresarial
7227,femenino,comercio,almacen de ropa en ,manrique central no. 1,1,4.0,7/02/2018,6000000.0,microempresarial
7228,femenino,comercio,comidas-rapidas,buenos aires,2,9.0,17/01/2017,4000000.0,microempresarial
7229,masculino,industria,fabrica de ,manrique central no. 2,2,3.0,15/02/2016,2000000.0,microempresarial
7230,femenino,industria,fabrica de ,belen,2,16.0,28/07/2017,5000000.0,microempresarial
7231,masculino,comercio,comidas rapidas,san javier no.1,1,13.0,31/10/2018,7800000.0,microempresarial
7232,femenino,industria,variedades,cabecera san cristobal,2,60.0,28/06/2018,7000000.0,microempresarial
7233,femenino,comercio,cafe e internet,manrique oriental,2,3.0,5/09/2017,7370000.0,microempresarial
7234,femenino,comercio,tienda,doce de octubre no.,2,nan,9/02/2016,5000000.0,microempresarial
7235,masculino,comercio,comidas rapidas,guayabal,3,15.0,27/04/2018,2000000.0,microempresarial
7236,femenino,servicio,comidas rapidas,kennedy,2,6.0,23/02/2017,5000000.0,microempresarial
7237,masculino,servicio,mantenimiento en ,campo valdes no. 1,2,4.0,8/11/2017,5000000.0,microempresarial
7238,masculino,comercio,comidas rapidas,doce de octubre no.1,2,6.0,1/03/2019,828000.0,microempresarial
7239,femenino,comercio,variedades,el salvador,3,9.0,5/02/2018,7000000.0,microempresarial
7240,masculino,agropecuaria,fabrica de alimentos,cabecera san antonio ,2,80.0,14/09/2018,17000000.0,microempresarial
7241,masculino,comercio,charcuteria,doce de octubre no.1,2,6.0,8/02/2017,7000000.0,microempresarial
7242,femenino,industria,fabrica de ,campo valdes no. 1,3,2.0,1/04/2019,6000000.0,microempresarial
7243,femenino,industria,fabrica de ,campo valdes no. 1,3,4.0,13/12/2017,6000000.0,microempresarial
7244,femenino,comercio,tienda,oriente,1,3.0,22/06/2018,7800000.0,microempresarial
7245,femenino,comercio,variedades,manrique oriental,1,3.0,21/05/2018,7000000.0,microempresarial
7246,femenino,comercio,fabrica de calzado,cordoba,3,7.0,3/10/2018,1000000.0,microempresarial
7247,masculino,comercio,tienda,manrique central no. 2,2,3.0,9/01/2019,7800000.0,microempresarial
7248,femenino,comercio,distribuidora de ,altavista,2,16.0,6/10/2016,6890000.0,microempresarial
7249,masculino,industria,fabrica de ,manrique oriental,2,3.0,2017/03/6,7300000.0,microempresarial
7250,femenino,agropecuaria,granero,cabecera san antonio ,2,80.0,18/02/2019,1800000.0,microempresarial
7251,masculino,servicio,fotografia,robledo,2,7.0,30/10/2018,6000000.0,microempresarial
7252,femenino,servicio,peluqueria,la floresta,3,12.0,20/06/2018,7800000.0,microempresarial
7253,femenino,industria,fabrica de arepas,aranjuez,2,4.0,4/03/2016,4000000.0,microempresarial
7254,femenino,comercio,productos de belleza,boyaca,3,5.0,9/10/2017,7370000.0,microempresarial
7255,femenino,industria,variedades,la francia,2,2.0,25/08/2016,6800000.0,microempresarial
7256,femenino,comercio,variedades,tricentenario,1,5.0,26/04/2018,4100000.0,microempresarial
7257,masculino,comercio,variedades,manrique central no. 1,2,4.0,22/09/2016,5000000.0,microempresarial
7258,femenino,industria,fabrica de ,buenos aires,2,9.0,28/08/2017,4000000.0,microempresarial
7259,femenino,servicio,peluqueria,robledo,2,7.0,13/06/2018,6000000.0,microempresarial
7260,masculino,servicio,barberia,granizal,2,1.0,11/05/2018,7800000.0,microempresarial
7261,femenino,comercio,tienda,doce de octubre no.1,2,6.0,29/09/2016,5000000.0,microempresarial
